Provinsi,Kabupaten/Kota,Indikator,Jumlah
Jawa Timur,Tuban,Jumlah Pemilih Total,925104
Jawa Timur,Tulungagung,Jumlah Pemilih Total,844818
Kalimantan Barat,Bengkayang,Jumlah Pemilih Total,163379
Kalimantan Barat,Kapuas Hulu,Jumlah Pemilih Total,169895
Kalimantan Barat,Kayong Utara,Jumlah Pemilih Total,75825
Kalimantan Barat,Ketapang,Jumlah Pemilih Total,335723
Kalimantan Barat,Kota Pontianak,Jumlah Pemilih Total,427394
Kalimantan Barat,Kota Singkawang,Jumlah Pemilih Total,147219
Kalimantan Barat,Kubu Raya,Jumlah Pemilih Total,397925
Kalimantan Barat,Landak,Jumlah Pemilih Total,262938
Kalimantan Barat,Melawi,Jumlah Pemilih Total,150023
Kalimantan Barat,Mempawah,Jumlah Pemilih Total,180258
Kalimantan Barat,Sambas,Jumlah Pemilih Total,406875
Kalimantan Barat,Sanggau,Jumlah Pemilih Total,306656
Kalimantan Barat,Sekadau,Jumlah Pemilih Total,145533
Kalimantan Barat,Sintang,Jumlah Pemilih Total,269937
Kalimantan Selatan,Hulu Sungai Selatan,Jumlah Pemilih Total,162674
Kalimantan Selatan,Tabalong,Jumlah Pemilih Total,163072
Kalimantan Selatan,Tanah Laut,Jumlah Pemilih Total,227453
Kalimantan Selatan,Tapin,Jumlah Pemilih Total,128608
Kalimantan Tengah,Barito Timur,Jumlah Pemilih Total,75058
Kalimantan Tengah,Barito Utara,Jumlah Pemilih Total,95521
Kalimantan Tengah,Gunung Mas,Jumlah Pemilih Total,76349
Kalimantan Tengah,Kapuas,Jumlah Pemilih Total,260195
Kalimantan Tengah,Katingan,Jumlah Pemilih Total,109779
Kalimantan Tengah,Kota Palangkaraya,Jumlah Pemilih Total,177021
Kalimantan Tengah,Lamandau,Jumlah Pemilih Total,59945
Kalimantan Tengah,Murung Raya,Jumlah Pemilih Total,7564
Kalimantan Tengah,Pulang Pisau,Jumlah Pemilih Total,91585
Kalimantan Tengah,Seruyan,Jumlah Pemilih Total,86704
Kalimantan Tengah,Sukamara,Jumlah Pemilih Total,36553
Kalimantan Timur,Berau,Jumlah Pemilih Total,146389
Kalimantan Timur,Kota Balikpapan,Jumlah Pemilih Total,415017
Kalimantan Timur,Kota Bontang,Jumlah Pemilih Total,107684
Kalimantan Timur,Kota Samarinda,Jumlah Pemilih Total,549626
Kalimantan Timur,Kutai Barat,Jumlah Pemilih Total,109927
Kalimantan Timur,Kutai Kartanegara,Jumlah Pemilih Total,46776
Kalimantan Timur,Kutai Timur,Jumlah Pemilih Total,214348
Kalimantan Timur,Mahakam Ulu,Jumlah Pemilih Total,2117
Kalimantan Timur,Paser,Jumlah Pemilih Total,173229
Kalimantan Timur,Penajam Paser Utara,Jumlah Pemilih Total,118579
Kalimantan Utara,Kota Tarakan,Jumlah Pemilih Total,133345
Kepulauan Bangka Belitung,Bangka,Jumlah Pemilih Total,200251
Kepulauan Bangka Belitung,Belitung,Jumlah Pemilih Total,120235
Kepulauan Bangka Belitung,Kota Pangkalpinang,Jumlah Pemilih Total,126949
Kepulauan Riau,Kota Tanjungpinang,Jumlah Pemilih Total,141777
Lampung,Kota Bandar Lampung,Jumlah Pemilih Total,622829
Lampung,Kota Metro,Jumlah Pemilih Total,109977
Lampung,Lampung Barat,Jumlah Pemilih Total,203026
Lampung,Lampung Selatan,Jumlah Pemilih Total,699932
Lampung,Lampung Tengah,Jumlah Pemilih Total,898788
Lampung,Lampung Timur,Jumlah Pemilih Total,754052
Lampung,Lampung Utara,Jumlah Pemilih Total,41842
Lampung,Mesuji,Jumlah Pemilih Total,142162
Lampung,Pesawaran,Jumlah Pemilih Total,321036
Lampung,Pesisir Barat,Jumlah Pemilih Total,104803
Lampung,Pringsewu,Jumlah Pemilih Total,288161
Lampung,Tanggamus,Jumlah Pemilih Total,440522
Lampung,Tulang Bawang,Jumlah Pemilih Total,2512
Lampung,Tulang Bawang Barat,Jumlah Pemilih Total,188806
Lampung,Way Kanan,Jumlah Pemilih Total,321645
Maluku,Buru,Jumlah Pemilih Total,8895
Maluku,Buru Selatan,Jumlah Pemilih Total,5171
Maluku,Kepulauan Aru,Jumlah Pemilih Total,54645
Maluku,Kota Ambon,Jumlah Pemilih Total,207053
Maluku,Kota Tual,Jumlah Pemilih Total,40058
Maluku,Maluku Barat Daya,Jumlah Pemilih Total,47721
Maluku,Maluku Tengah,Jumlah Pemilih Total,288557
Maluku,Maluku Tenggara,Jumlah Pemilih Total,73017
Maluku,Maluku Tenggara Barat,Jumlah Pemilih Total,63087
Maluku,Seram Bagian Barat,Jumlah Pemilih Total,143229
Maluku,Seram Bagian Timur,Jumlah Pemilih Total,91963
Maluku Utara,Halmahera Barat,Jumlah Pemilih Total,71221
Maluku Utara,Halmahera Selatan,Jumlah Pemilih Total,141222
Maluku Utara,Halmahera Tengah,Jumlah Pemilih Total,32984
Maluku Utara,Halmahera Timur,Jumlah Pemilih Total,54908
Maluku Utara,Halmahera Utara,Jumlah Pemilih Total,129562
Maluku Utara,Kepulauan Sula,Jumlah Pemilih Total,56965
Maluku Utara,Kota Ternate,Jumlah Pemilih Total,114118
Maluku Utara,Kota Tidore Kepulauan,Jumlah Pemilih Total,66972
Maluku Utara,Pulau Morotai,Jumlah Pemilih Total,4421
Maluku Utara,Pulau Taliabu,Jumlah Pemilih Total,35557
Nusa Tenggara Barat,Bima,Jumlah Pemilih Total,356424
Nusa Tenggara Barat,Dompu,Jumlah Pemilih Total,15553
Nusa Tenggara Barat,Kota Bima,Jumlah Pemilih Total,101422
Nusa Tenggara Barat,Kota Mataram,Jumlah Pemilih Total,27059
Nusa Tenggara Barat,Lombok Barat,Jumlah Pemilih Total,463493
Nusa Tenggara Barat,Lombok Tengah,Jumlah Pemilih Total,720244
Nusa Tenggara Barat,Lombok Timur,Jumlah Pemilih Total,875259
Nusa Tenggara Barat,Lombok Utara,Jumlah Pemilih Total,15888
Nusa Tenggara Barat,Sumbawa,Jumlah Pemilih Total,322465
Nusa Tenggara Barat,Sumbawa Barat,Jumlah Pemilih Total,87583
Nusa Tenggara Timur,Alor,Jumlah Pemilih Total,13266
Nusa Tenggara Timur,Belu,Jumlah Pemilih Total,123115
Nusa Tenggara Timur,Ende,Jumlah Pemilih Total,161786
Nusa Tenggara Timur,Flores Timur,Jumlah Pemilih Total,150482
Nusa Tenggara Timur,Kota Kupang,Jumlah Pemilih Total,226991
Nusa Tenggara Timur,Kupang,Jumlah Pemilih Total,205485
Nusa Tenggara Timur,Lembata,Jumlah Pemilih Total,75864
Nusa Tenggara Timur,Malaka,Jumlah Pemilih Total,119444
Nusa Tenggara Timur,Manggarai,Jumlah Pemilih Total,192919
Nusa Tenggara Timur,Manggarai Barat,Jumlah Pemilih Total,156295
Nusa Tenggara Timur,Manggarai Timur,Jumlah Pemilih Total,185898
Nusa Tenggara Timur,Nagekeo,Jumlah Pemilih Total,9267
Nusa Tenggara Timur,Ngada,Jumlah Pemilih Total,103978
Nusa Tenggara Timur,Rote Ndao,Jumlah Pemilih Total,85227
Nusa Tenggara Timur,Sabu Raijua,Jumlah Pemilih Total,51358
Nusa Tenggara Timur,Sikka,Jumlah Pemilih Total,188464
Nusa Tenggara Timur,Sumba Barat,Jumlah Pemilih Total,75497
Nusa Tenggara Timur,Sumba Barat Daya,Jumlah Pemilih Total,213725
Nusa Tenggara Timur,Sumba Tengah,Jumlah Pemilih Total,4731
Nusa Tenggara Timur,Sumba Timur,Jumlah Pemilih Total,154233
Nusa Tenggara Timur,Timor Tengah Selatan,Jumlah Pemilih Total,280493
Nusa Tenggara Timur,Timor Tengah Utara,Jumlah Pemilih Total,162384
Papua,Asmat,Jumlah Pemilih Total,6911
Papua,Biak Numfor,Jumlah Pemilih Total,93372
Papua,Boven Digoel,Jumlah Pemilih Total,31224
Papua,Deiyai,Jumlah Pemilih Total,60999
Papua,Dogiyai,Jumlah Pemilih Total,89543
Papua,Intan Jaya,Jumlah Pemilih Total,8211
Papua,Jayapura,Jumlah Pemilih Total,116974
Papua,Jayawijaya,Jumlah Pemilih Total,248954
Papua,Keerom,Jumlah Pemilih Total,47319
Papua,Kepulauan Yapen,Jumlah Pemilih Total,97701
Papua,Kota Jayapura,Jumlah Pemilih Total,297603
Papua,Lanny Jaya,Jumlah Pemilih Total,186197
Papua,Mamberamo Raya,Jumlah Pemilih Total,26691
Papua,Mamberamo Tengah,Jumlah Pemilih Total,33265
Papua,Mappi,Jumlah Pemilih Total,69919
Papua,Merauke,Jumlah Pemilih Total,130924
Papua,Mimika,Jumlah Pemilih Total,233125
Papua,Nabire,Jumlah Pemilih Total,174397
Papua,Nduga,Jumlah Pemilih Total,94216
Papua,Paniai,Jumlah Pemilih Total,101043
Papua,Pegunungan Bintang,Jumlah Pemilih Total,96859
Papua,Puncak,Jumlah Pemilih Total,15834
Papua,Puncak Jaya,Jumlah Pemilih Total,18043
Papua,Sarmi,Jumlah Pemilih Total,10513
Papua,Supiori,Jumlah Pemilih Total,14545
Papua,Tolikara,Jumlah Pemilih Total,223077
Papua,Waropen,Jumlah Pemilih Total,33978
Papua,Yahukimo,Jumlah Pemilih Total,291491
Papua,Yalimo,Jumlah Pemilih Total,84048
Riau,Bengkalis,Jumlah Pemilih Total,35653
Riau,Indragiri Hilir,Jumlah Pemilih Total,435561
Riau,Indragiri Hulu,Jumlah Pemilih Total,26825
Riau,Kampar,Jumlah Pemilih Total,442838
Riau,Kepulauan Meranti,Jumlah Pemilih Total,134314
Riau,Kota Dumai,Jumlah Pemilih Total,171394
Riau,Kota Pekanbaru,Jumlah Pemilih Total,472681
Riau,Kuantan Singingi,Jumlah Pemilih Total,212824
Riau,Pelalawan,Jumlah Pemilih Total,189507
Riau,Rokan Hilir,Jumlah Pemilih Total,369415
Riau,Rokan Hulu,Jumlah Pemilih Total,305457
Riau,Siak,Jumlah Pemilih Total,261286
Sulawesi Barat,Mamasa,Jumlah Pemilih Total,111654
Sulawesi Barat,Polewali Mandar,Jumlah Pemilih Total,294442
Sulawesi Selatan,Bantaeng,Jumlah Pemilih Total,140535
Sulawesi Selatan,Barru,Jumlah Pemilih Total,126556
Sulawesi Selatan,Bone,Jumlah Pemilih Total,532287
Sulawesi Selatan,Bulukumba,Jumlah Pemilih Total,309452
Sulawesi Selatan,Enrekang,Jumlah Pemilih Total,149115
Sulawesi Selatan,Gowa,Jumlah Pemilih Total,508746
Sulawesi Selatan,Jeneponto,Jumlah Pemilih Total,261415
Sulawesi Selatan,Kepulauan Selayar,Jumlah Pemilih Total,89207
Sulawesi Selatan,Kota Makassar,Jumlah Pemilih Total,990836
Sulawesi Selatan,Kota Palopo,Jumlah Pemilih Total,101952
Sulawesi Selatan,Kota Pare Pare,Jumlah Pemilih Total,91776
Sulawesi Selatan,Luwu,Jumlah Pemilih Total,248113
Sulawesi Selatan,Luwu Timur,Jumlah Pemilih Total,184925
Sulawesi Selatan,Luwu Utara,Jumlah Pemilih Total,211643
Sulawesi Selatan,Maros,Jumlah Pemilih Total,23486
Sulawesi Selatan,Pangkajene Dan Kepulauan,Jumlah Pemilih Total,236005
Sulawesi Selatan,Pinrang,Jumlah Pemilih Total,257415
Sulawesi Selatan,Sidenreng Rappang,Jumlah Pemilih Total,211822
Sulawesi Selatan,Sinjai,Jumlah Pemilih Total,174081
Sulawesi Selatan,Soppeng,Jumlah Pemilih Total,175097
Sulawesi Selatan,Takalar,Jumlah Pemilih Total,201308
Sulawesi Selatan,Tana Toraja,Jumlah Pemilih Total,159633
Sulawesi Selatan,Toraja Utara,Jumlah Pemilih Total,152645
Sulawesi Selatan,Wajo,Jumlah Pemilih Total,270192
Sulawesi Tengah,Donggala,Jumlah Pemilih Total,19884
Sulawesi Tengah,Morowali,Jumlah Pemilih Total,88888
Sulawesi Tengah,Parigi Moutong,Jumlah Pemilih Total,298004
Sulawesi Tenggara,Bombana,Jumlah Pemilih Total,96192
Sulawesi Tenggara,Buton,Jumlah Pemilih Total,70719
Sulawesi Tenggara,Buton Selatan,Jumlah Pemilih Total,55413
Sulawesi Tenggara,Buton Tengah,Jumlah Pemilih Total,73846
Sulawesi Tenggara,Buton Utara,Jumlah Pemilih Total,43045
Sulawesi Tenggara,Kolaka,Jumlah Pemilih Total,149214
Sulawesi Tenggara,Kolaka Timur,Jumlah Pemilih Total,78143
Sulawesi Tenggara,Kolaka Utara,Jumlah Pemilih Total,88147
Sulawesi Tenggara,Konawe,Jumlah Pemilih Total,159605
Sulawesi Tenggara,Konawe Kepulauan,Jumlah Pemilih Total,23772
Sulawesi Tenggara,Konawe Selatan,Jumlah Pemilih Total,196435
Sulawesi Tenggara,Konawe Utara,Jumlah Pemilih Total,40646
Sulawesi Tenggara,Kota Bau Bau,Jumlah Pemilih Total,103471
Sulawesi Tenggara,Kota Kendari,Jumlah Pemilih Total,179885
Sulawesi Tenggara,Muna,Jumlah Pemilih Total,139675
Sulawesi Tenggara,Muna Barat,Jumlah Pemilih Total,52969
Sulawesi Tenggara,Wakatobi,Jumlah Pemilih Total,77143
Sulawesi Utara,Bolaang Mongondow Utara,Jumlah Pemilih Total,54035
Sulawesi Utara,Kep. Siau Tagulandang Biaro,Jumlah Pemilih Total,53054
Sulawesi Utara,Kepulauan Talaud,Jumlah Pemilih Total,6674
Sulawesi Utara,Kota Kotamobagu,Jumlah Pemilih Total,858
Sulawesi Utara,Minahasa,Jumlah Pemilih Total,25114
Sulawesi Utara,Minahasa Tenggara,Jumlah Pemilih Total,80271
Sumatera Barat,Kota Padang,Jumlah Pemilih Total,535265
Sumatera Barat,Kota Padang Panjang,Jumlah Pemilih Total,35948
Sumatera Barat,Kota Pariaman,Jumlah Pemilih Total,59245
Sumatera Barat,Kota Sawahlunto,Jumlah Pemilih Total,44592
Sumatera Selatan,Banyuasin,Jumlah Pemilih Total,572784
Sumatera Selatan,Empat Lawang,Jumlah Pemilih Total,195332
Sumatera Selatan,Kota Lubuklinggau,Jumlah Pemilih Total,155153
Sumatera Selatan,Kota Pagar Alam,Jumlah Pemilih Total,101882
Sumatera Selatan,Kota Palembang,Jumlah Pemilih Total,1113249
Sumatera Selatan,Kota Prabumulih,Jumlah Pemilih Total,126745
Sumatera Selatan,Lahat,Jumlah Pemilih Total,292331
Sumatera Selatan,Muara Enim,Jumlah Pemilih Total,40493
Sumatera Selatan,Musi Banyuasin,Jumlah Pemilih Total,433249
Sumatera Selatan,Musi Rawas,Jumlah Pemilih Total,278639
Sumatera Selatan,Musi Rawas Utara,Jumlah Pemilih Total,143389
Sumatera Selatan,Ogan Ilir,Jumlah Pemilih Total,281732
Sumatera Selatan,Ogan Komering Ilir,Jumlah Pemilih Total,476863
Sumatera Selatan,Ogan Komering Ulu,Jumlah Pemilih Total,246843
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Pemilih Total,254804
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Pemilih Total,455402
Sumatera Selatan,Penukal Abab Lematang Ilir,Jumlah Pemilih Total,121182
Sumatera Utara,Asahan,Jumlah Pemilih Total,488642
Sumatera Utara,Batu Bara,Jumlah Pemilih Total,280684
Sumatera Utara,Dairi,Jumlah Pemilih Total,174907
Sumatera Utara,Deli Serdang,Jumlah Pemilih Total,1165765
Sumatera Utara,Humbang Hasundutan,Jumlah Pemilih Total,124149
Sumatera Utara,Karo,Jumlah Pemilih Total,263976
Sumatera Utara,Kota Binjai,Jumlah Pemilih Total,170547
Sumatera Utara,Kota Gunungsitoli,Jumlah Pemilih Total,84559
Sumatera Utara,Kota Medan,Jumlah Pemilih Total,1520301
Sumatera Utara,Kota Padang Sidimpuan,Jumlah Pemilih Total,137195
Sumatera Utara,Kota Pematangsiantar,Jumlah Pemilih Total,162476
Sumatera Utara,Kota Sibolga,Jumlah Pemilih Total,60981
Sumatera Utara,Kota Tanjung Balai,Jumlah Pemilih Total,10286
Sumatera Utara,Kota Tebing Tinggi,Jumlah Pemilih Total,101736
Sumatera Utara,Labuhanbatu,Jumlah Pemilih Total,270164
Sumatera Utara,Labuhanbatu Selatan,Jumlah Pemilih Total,177587
Sumatera Utara,Labuhanbatu Utara,Jumlah Pemilih Total,215672
Sumatera Utara,Langkat,Jumlah Pemilih Total,693887
Sumatera Utara,Mandailing Natal,Jumlah Pemilih Total,274583
Sumatera Utara,Nias,Jumlah Pemilih Total,87798
Sumatera Utara,Nias Barat,Jumlah Pemilih Total,56718
Sumatera Utara,Nias Selatan,Jumlah Pemilih Total,180347
Sumatera Utara,Nias Utara,Jumlah Pemilih Total,86612
Sumatera Utara,Padang Lawas,Jumlah Pemilih Total,156027
Sumatera Utara,Padang Lawas Utara,Jumlah Pemilih Total,14359
Sumatera Utara,Pakpak Bharat,Jumlah Pemilih Total,31825
Sumatera Utara,Samosir,Jumlah Pemilih Total,8983
Sumatera Utara,Serdang Bedagai,Jumlah Pemilih Total,428841
Sumatera Utara,Simalungun,Jumlah Pemilih Total,607181
Sumatera Utara,Tapanuli Selatan,Jumlah Pemilih Total,198305
Sumatera Utara,Tapanuli Tengah,Jumlah Pemilih Total,197367
Sumatera Utara,Tapanuli Utara,Jumlah Pemilih Total,197479
Sumatera Utara,Toba Samosir,Jumlah Pemilih Total,118031
Aceh,Aceh Selatan,Difabel 1,230
Aceh,Kota Subulussalam,Difabel 1,42
Aceh,Pidie Jaya,Difabel 1,136
Bali,Badung,Difabel 1,146
Bali,Bangli,Difabel 1,150
Bali,Buleleng,Difabel 1,146
Bali,Gianyar,Difabel 1,313
Bali,Jembrana,Difabel 1,284
Bali,Karangasem,Difabel 1,351
Bali,Klungkung,Difabel 1,242
Bali,Kota Denpasar,Difabel 1,77
Bali,Tabanan,Difabel 1,291
Banten,Kota Serang,Difabel 1,79
Banten,Kota Tangerang,Difabel 1,379
Banten,Lebak,Difabel 1,461
Banten,Tangerang,Difabel 1,352
Bengkulu,Kota Bengkulu,Difabel 1,111
Gorontalo,Gorontalo Utara,Difabel 1,73
Gorontalo,Kota Gorontalo,Difabel 1,89
Jambi,Kerinci,Difabel 1,63
Jambi,Kota Jambi,Difabel 1,203
Jambi,Merangin,Difabel 1,74
Jawa Barat,Bandung,Difabel 1,1067
Jawa Barat,Bandung Barat,Difabel 1,308
Jawa Barat,Bekasi,Difabel 1,377
Jawa Barat,Bogor,Difabel 1,665
Jawa Barat,Ciamis,Difabel 1,1947
Jawa Barat,Cianjur,Difabel 1,635
Jawa Barat,Cirebon,Difabel 1,481
Jawa Barat,Garut,Difabel 1,685
Jawa Barat,Indramayu,Difabel 1,607
Jawa Barat,Karawang,Difabel 1,476
Jawa Barat,Kota Bandung,Difabel 1,438
Jawa Barat,Kota Banjar,Difabel 1,156
Jawa Barat,Kota Bekasi,Difabel 1,259
Jawa Barat,Kota Bogor,Difabel 1,177
Jawa Barat,Kota Cimahi,Difabel 1,348
Jawa Barat,Kota Cirebon,Difabel 1,163
Jawa Barat,Kota Depok,Difabel 1,378
Jawa Barat,Kota Sukabumi,Difabel 1,162
Jawa Barat,Kota Tasikmalaya,Difabel 1,251
Jawa Barat,Kuningan,Difabel 1,774
Jawa Barat,Majalengka,Difabel 1,594
Jawa Barat,Pangandaran,Difabel 1,593
Jawa Barat,Purwakarta,Difabel 1,273
Jawa Barat,Subang,Difabel 1,607
Jawa Barat,Sukabumi,Difabel 1,803
Jawa Barat,Sumedang,Difabel 1,406
Jawa Barat,Tasikmalaya,Difabel 1,831
Jawa Tengah,Banjarnegara,Difabel 1,864
Jawa Tengah,Banyumas,Difabel 1,832
Jawa Tengah,Batang,Difabel 1,274
Jawa Tengah,Blora,Difabel 1,199
Jawa Tengah,Boyolali,Difabel 1,339
Jawa Tengah,Brebes,Difabel 1,376
Jawa Tengah,Cilacap,Difabel 1,523
Jawa Tengah,Demak,Difabel 1,279
Jawa Tengah,Grobogan,Difabel 1,461
Jawa Tengah,Jepara,Difabel 1,563
Jawa Tengah,Karanganyar,Difabel 1,355
Jawa Tengah,Kebumen,Difabel 1,634
Jawa Tengah,Kendal,Difabel 1,365
Jawa Tengah,Klaten,Difabel 1,915
Jawa Tengah,Kota Magelang,Difabel 1,80
Jawa Tengah,Kota Pekalongan,Difabel 1,110
Jawa Tengah,Kota Salatiga,Difabel 1,89
Jawa Tengah,Kota Semarang,Difabel 1,361
Jawa Tengah,Kota Surakarta,Difabel 1,280
Jawa Tengah,Kota Tegal,Difabel 1,76
Jawa Tengah,Kudus,Difabel 1,258
Jawa Tengah,Magelang,Difabel 1,801
Jawa Tengah,Pati,Difabel 1,886
Jawa Tengah,Pekalongan,Difabel 1,540
Jawa Tengah,Pemalang,Difabel 1,394
Jawa Tengah,Purbalingga,Difabel 1,523
Jawa Tengah,Purworejo,Difabel 1,380
Jawa Tengah,Rembang,Difabel 1,288
Jawa Tengah,Semarang,Difabel 1,123
Jawa Tengah,Sragen,Difabel 1,352
Jawa Tengah,Sukoharjo,Difabel 1,1274
Jawa Tengah,Tegal,Difabel 1,425
Jawa Tengah,Temanggung,Difabel 1,516
Jawa Tengah,Wonogiri,Difabel 1,691
Jawa Tengah,Wonosobo,Difabel 1,339
Jawa Timur,Bangkalan,Difabel 1,28
Jawa Timur,Banyuwangi,Difabel 1,521
Jawa Timur,Blitar,Difabel 1,1054
Jawa Timur,Bojonegoro,Difabel 1,358
Jawa Timur,Bondowoso,Difabel 1,7451
Jawa Timur,Gresik,Difabel 1,243
Jawa Timur,Jember,Difabel 1,2227
Jawa Timur,Jombang,Difabel 1,749
Jawa Timur,Kediri,Difabel 1,631
Jawa Timur,Kota Batu,Difabel 1,55
Jawa Timur,Kota Blitar,Difabel 1,124
Jawa Timur,Kota Kediri,Difabel 1,255
Jawa Timur,Kota Madiun,Difabel 1,48
Jawa Timur,Kota Malang,Difabel 1,320
Jawa Timur,Kota Mojokerto,Difabel 1,150
Jawa Timur,Kota Pasuruan,Difabel 1,99
Jawa Timur,Kota Probolinggo,Difabel 1,353
Jawa Timur,Kota Surabaya,Difabel 1,1205
Jawa Timur,Lamongan,Difabel 1,414
Jawa Timur,Lumajang,Difabel 1,333
Jawa Timur,Madiun,Difabel 1,1092
Jawa Timur,Magetan,Difabel 1,194
Jawa Timur,Malang,Difabel 1,225
Jawa Timur,Mojokerto,Difabel 1,419
Jawa Timur,Nganjuk,Difabel 1,371
Jawa Timur,Ngawi,Difabel 1,422
Jawa Timur,Pacitan,Difabel 1,246
Jawa Timur,Pamekasan,Difabel 1,544
Jawa Timur,Pasuruan,Difabel 1,427
Jawa Timur,Ponorogo,Difabel 1,218
Jawa Timur,Probolinggo,Difabel 1,262
Jawa Timur,Sampang,Difabel 1,62721
Jawa Timur,Sidoarjo,Difabel 1,770
Jawa Timur,Situbondo,Difabel 1,454
Jawa Timur,Sumenep,Difabel 1,297
Jawa Timur,Trenggalek,Difabel 1,238
Jawa Timur,Tuban,Difabel 1,194
Jawa Timur,Tulungagung,Difabel 1,330
Kalimantan Barat,Bengkayang,Difabel 1,113
Kalimantan Barat,Kapuas Hulu,Difabel 1,193
Kalimantan Barat,Kayong Utara,Difabel 1,79
Kalimantan Barat,Ketapang,Difabel 1,232
Kalimantan Barat,Kota Pontianak,Difabel 1,726
Kalimantan Barat,Kota Singkawang,Difabel 1,141
Kalimantan Barat,Kubu Raya,Difabel 1,69
Kalimantan Barat,Landak,Difabel 1,276
Kalimantan Barat,Melawi,Difabel 1,66
Kalimantan Barat,Mempawah,Difabel 1,223
Kalimantan Barat,Sambas,Difabel 1,204
Kalimantan Barat,Sanggau,Difabel 1,115
Kalimantan Barat,Sekadau,Difabel 1,102
Kalimantan Barat,Sintang,Difabel 1,263
Kalimantan Selatan,Hulu Sungai Selatan,Difabel 1,280
Kalimantan Selatan,Tabalong,Difabel 1,75
Kalimantan Selatan,Tanah Laut,Difabel 1,94
Kalimantan Selatan,Tapin,Difabel 1,76
Kalimantan Tengah,Barito Timur,Difabel 1,70
Kalimantan Tengah,Barito Utara,Difabel 1,56
Kalimantan Tengah,Gunung Mas,Difabel 1,93
Kalimantan Tengah,Kapuas,Difabel 1,87
Kalimantan Tengah,Katingan,Difabel 1,83
Kalimantan Tengah,Kota Palangkaraya,Difabel 1,86
Kalimantan Tengah,Lamandau,Difabel 1,86
Kalimantan Tengah,Murung Raya,Difabel 1,149
Kalimantan Tengah,Pulang Pisau,Difabel 1,125
Kalimantan Tengah,Seruyan,Difabel 1,18
Kalimantan Tengah,Sukamara,Difabel 1,40
Kalimantan Timur,Berau,Difabel 1,76
Kalimantan Timur,Kota Balikpapan,Difabel 1,189
Kalimantan Timur,Kota Bontang,Difabel 1,76
Kalimantan Timur,Kota Samarinda,Difabel 1,140
Kalimantan Timur,Kutai Barat,Difabel 1,72
Kalimantan Timur,Kutai Kartanegara,Difabel 1,566
Kalimantan Timur,Kutai Timur,Difabel 1,42
Kalimantan Timur,Mahakam Ulu,Difabel 1,43
Kalimantan Timur,Paser,Difabel 1,63
Kalimantan Timur,Penajam Paser Utara,Difabel 1,37
Kalimantan Utara,Kota Tarakan,Difabel 1,88
Kepulauan Bangka Belitung,Bangka,Difabel 1,151
Kepulauan Bangka Belitung,Belitung,Difabel 1,107
Kepulauan Bangka Belitung,Kota Pangkalpinang,Difabel 1,77
Kepulauan Riau,Kota Tanjungpinang,Difabel 1,75
Lampung,Kota Bandar Lampung,Difabel 1,149
Lampung,Kota Metro,Difabel 1,52
Lampung,Lampung Barat,Difabel 1,57
Lampung,Lampung Selatan,Difabel 1,123
Lampung,Lampung Tengah,Difabel 1,153
Lampung,Lampung Timur,Difabel 1,358
Lampung,Lampung Utara,Difabel 1,71
Lampung,Mesuji,Difabel 1,69
Lampung,Pesawaran,Difabel 1,62
Lampung,Pesisir Barat,Difabel 1,55
Lampung,Pringsewu,Difabel 1,122
Lampung,Tanggamus,Difabel 1,214
Lampung,Tulang Bawang,Difabel 1,45
Lampung,Tulang Bawang Barat,Difabel 1,172
Lampung,Way Kanan,Difabel 1,209
Maluku,Buru,Difabel 1,29
Maluku,Buru Selatan,Difabel 1,22
Maluku,Kepulauan Aru,Difabel 1,14
Maluku,Kota Ambon,Difabel 1,42
Maluku,Kota Tual,Difabel 1,11
Maluku,Maluku Barat Daya,Difabel 1,54
Maluku,Maluku Tengah,Difabel 1,118
Maluku,Maluku Tenggara,Difabel 1,29
Maluku,Maluku Tenggara Barat,Difabel 1,84
Maluku,Seram Bagian Barat,Difabel 1,51
Maluku,Seram Bagian Timur,Difabel 1,1
Maluku Utara,Halmahera Barat,Difabel 1,37
Maluku Utara,Halmahera Selatan,Difabel 1,2
Maluku Utara,Halmahera Tengah,Difabel 1,46
Maluku Utara,Halmahera Timur,Difabel 1,17
Maluku Utara,Halmahera Utara,Difabel 1,50
Maluku Utara,Kepulauan Sula,Difabel 1,26
Maluku Utara,Kota Ternate,Difabel 1,62
Maluku Utara,Kota Tidore Kepulauan,Difabel 1,14
Maluku Utara,Pulau Morotai,Difabel 1,15
Maluku Utara,Pulau Taliabu,Difabel 1,14
Nusa Tenggara Barat,Bima,Difabel 1,277
Nusa Tenggara Barat,Dompu,Difabel 1,133
Nusa Tenggara Barat,Kota Bima,Difabel 1,104
Nusa Tenggara Barat,Kota Mataram,Difabel 1,118
Nusa Tenggara Barat,Lombok Barat,Difabel 1,270
Nusa Tenggara Barat,Lombok Tengah,Difabel 1,404
Nusa Tenggara Barat,Lombok Timur,Difabel 1,632
Nusa Tenggara Barat,Lombok Utara,Difabel 1,134
Nusa Tenggara Barat,Sumbawa,Difabel 1,301
Nusa Tenggara Barat,Sumbawa Barat,Difabel 1,112
Nusa Tenggara Timur,Alor,Difabel 1,103
Nusa Tenggara Timur,Belu,Difabel 1,57
Nusa Tenggara Timur,Ende,Difabel 1,88
Nusa Tenggara Timur,Flores Timur,Difabel 1,124
