Perusahaan,Sektor
PT Werkudara Nirwana Sakti ( Yogyakarta ),Travel/Tourism
PT Weshop Global Indonesia,Retail/Merchandise
PT Wesly Tour & Travel,Travel/Tourism
PT West Globalindo,Human Resources Management/Consulting
PT West Point Terminal,General & Wholesale Trading
PT Westapusaka Kusuma,Textiles/Garment
PT Westapusaka Kusuma (Jakarta),Manufacturing/Production
PT Westar Association Indonesia,Transportation / Logistics
PT Westcon Group,"Consulting (IT, Science, Engineering & Technical)"
PT Westindo Esa Perkasa,Telecommunication
PT Westindo Utama Karya,Automobile / Automotive Ancillary / Vehicle
PT Westmerre Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wetech,Manufacturing / Production
PT Wetklin Indonesia,Others
PT Weuse Cipta Seraya,Electrical & Electronics
PT WH Ceramic Indonesia (Jakarta),General & Wholesale Trading
PT Whatsnew Commerce Indonesia,Others
PT WHEELZ INTI RAYA,General & Wholesale Trading
PT Whetron Jaya Indonesia,Manufacturing/Production
PT Whira Pitoe Usaha Bersama,General & Wholesale Trading
PT Whitbread Indonesia,Hotel/Hospitality
PT White Dove Indonesia,Retail/Merchandise
PT White Horse Ceramic Indonesia,Manufacturing/Production
PT White Horse Group,Manufacturing / Production
PT White Oil Nusantara,Oil/Gas/Petroleum
PT WhiteOpen Teknologi,Computer / Information Technology (Software)
PT WHM Indonesia,Hotel/Hospitality
PT WHOTO INDONESIA SEJAHTERA,Advertising/Marketing/Promotion/PR
PT Wibawa Adhi Nugiprasa,Education
PT Wibawadewa Indonesia,Consulting (Business & Management)
PT Wibisana Wisata Bahari,Travel / Tourism
"PT Wicaksana Overseas International, Tbk.",Consumer Products/FMCG
PT Wicked Diving Indonesia,Travel/Tourism
PT Wicked Diving Indonesia (Bali),Travel/Tourism
PT WIDA JATI AKSARA,Others
PT Wida Utama,Retail/Merchandise
Pt widasa jaya perkasa,Others
PT Widatra Bhakti,Healthcare/Medical
PT Widatra Bhakti (Pasuruan),BioTechnology/Pharmaceutical/Clinical research
PT Widaya Inti Plasma,Manufacturing/Production
PT Wide & Pin,"Consulting (IT, Science, Engineering & Technical)"
PT Widha,"Consulting (IT, Science, Engineering & Technical)"
PT Widia Utama,Manufacturing / Production
PT Widjaja Kusuma Putera,Hotel / Hospitality
PT Widjaya Utama Tradindo,General & Wholesale Trading
PT Widodo Karya Sejahtera,Construction/Building/Engineering
PT Widodo Makmur Perkasa,Agricultural/Plantation/Poultry/Fisheries
PT Widodo Rekayasa Komputasi,"Consulting (IT, Science, Engineering & Technical)"
PT WIDTECH INDONESIA,Computer/Information Technology (Hardware)
PT Widya Mandiri,Education
PT Widya Marga,Education
PT Widya Presisi Solusi,Consulting (Business & Management)
PT Widya Sakti Kusuma,Others
PT Widya Sarana Informatika,General & Wholesale Trading
PT Widyamar,Architectural Services/Interior Designing
PT Wie Ta Baut,Retail / Merchandise
PT Wieda Sejahtera,Arts / Design / Fashion
PT Wiero Inti Permata,Accounting/Audit/Tax Services
PT Wietasha Putrindo Wisata,Hotel / Hospitality
PT Wifgasindo Dinamika Instrument Engineering,Oil/Gas/Petroleum
PT Wifiku Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wigas Santana,General & Wholesale Trading
PT Wigautama,Healthcare / Medical
PT Wiguna Artha Lestari,Heavy Industrial/Machinery/Equipment
PT Wiguna Duta Graha,Hotel / Hospitality
PT Wiguna Nusa Lestari,Architectural Services/Interior Designing
PT Wiguna Sarana Sejahtera,Electrical & Electronics
PT Wihadil,Chemical/Fertilizers/Pesticides
PT Wiharta Karya Agung,Polymer / Plastic / Rubber / Tyres
PT Wiharta Karya Agung,Manufacturing / Production
PT Wiharta Prametal,Manufacturing/Production
PT Wijara NagatSupazki,Construction / Building / Engineering
PT Wijati Aji,Construction/Building/Engineering
PT Wijaya Abadi Besi,Retail/Merchandise
PT Wijaya Bangun Pertiwi,General & Wholesale Trading
PT Wijaya Bangun Rigutama,Oil/Gas/Petroleum
PT Wijaya Engindo Nusa,Consumer Products / FMCG
PT Wijaya Equipments,Heavy Industrial/Machinery/Equipment
PT Wijaya Gita Utama,Construction / Building / Engineering
PT Wijaya Indonesia,Retail/Merchandise
PT Wijaya Indonesia Makmur Bicycle Industries,Manufacturing / Production
PT Wijaya Indonesia Makmur Bicycle Industries (Jawa Timur),Manufacturing/Production
PT Wijaya Integrasi Sistem Dan Otomekanika,Computer/Information Technology (Software)
PT WIJAYA JIN APOTIK,Healthcare/Medical
PT Wijaya Karya (Dept. Industrial Plant),Construction/Building/Engineering
"PT Wijaya Karya (Persero) Tbk,",Construction / Building / Engineering
"PT Wijaya Karya (Persero), Tbk",Construction/Building/Engineering
"PT Wijaya Karya (Persero), Tbk (Dept. Sipil Umum 1)",Construction/Building/Engineering
PT Wijaya Karya (WIKA),Construction / Building / Engineering
PT Wijaya Karya Bangunan Gedung,Construction / Building / Engineering
PT Wijaya Karya Bangunan Gedung - Karawang,Construction/Building/Engineering
"PT Wijaya Karya Beton, Tbk",Construction/Building/Engineering
PT Wijaya Karya Komponen Beton,Construction/Building/Engineering
PT Wijaya Karya Nusantara,Construction / Building / Engineering
PT Wijaya Karya Persero Tbk,Others
PT WIJAYA KARYA PRACETAK GEDUNG,Construction/Building/Engineering
PT Wijaya Karya Realty,Property/Real Estate
PT Wijaya Karya Rekayasa Konstruksi,Construction/Building/Engineering
PT Wijaya Kencana Pratama,Construction / Building / Engineering
PT Wijaya Konstruksi Perkasa,Construction/Building/Engineering
PT Wijaya Kusuma Contractors,Construction/Building/Engineering
PT Wijaya Kusuma Contractors Surabaya,Construction / Building / Engineering
PT Wijaya Lestari Dago,Automobile / Automotive Ancillary / Vehicle
PT Wijaya Mandiri Tintex,Manufacturing/Production
PT Wijaya Media Komunika,Computer/Information Technology (Software)
PT Wijaya Metalindo Work,Construction/Building/Engineering
PT Wijaya Perdana,Construction/Building/Engineering
PT Wijaya Plywood,Manufacturing/Production
PT Wijaya Pranata Sentosa,General & Wholesale Trading
PT Wijaya Promosindo Oetomo,Textiles / Garment
PT Wijaya Putra Perkasa Selaras,Construction / Building / Engineering
PT Wijaya Santosa Box,Manufacturing/Production
PT WIJAYA SEJAHTERA ABADI,Insurance
PT Wijaya Setianugraha Selindo,General & Wholesale Trading
PT Wijaya Tunas Mandiri,Consulting (Business & Management)
PT Wijaya Visi Internasional,Computer/Information Technology (Software)
PT Wijaya Wisesa Realty,Property/Real Estate
PT Wijayamaju Electroindo,Automobile / Automotive Ancillary / Vehicle
PT WijayaPutra Adiperkasa,General & Wholesale Trading
PT Wijayatama Wisata Indonesia,Travel/Tourism
PT WIK Far East Batam,Manufacturing/Production
PT Wika Asia Pacific,Retail / Merchandise
pt wika bitumen,Others
PT WIKA Gedung,Others
PT Wika Intinusa Niagatama,Chemical/Fertilizers/Pesticides
PT WIKA SOLUTION,Others
PT Wika Tours and Travel,Travel / Tourism
PT Wikamatra Bina Usaha,Retail/Merchandise
PT Wikaraga Sapta Utama,Property/Real Estate
PT Wikaton Mitra Tama,BioTechnology/Pharmaceutical/Clinical research
PT Wiki Artha Pratama,Computer/Information Technology (Software)
PT Wilberforce Argo,Law/Legal
PT Wildan Reka Internusa,Electrical & Electronics
PT Wilharco Indonesia,Manufacturing / Production
PT Wilim Mediadata Global,Computer/Information Technology (Software)
PT Wilinka Sukses Bersama,Retail/Merchandise
PT Wilisindomas Indahmakmur,Manufacturing/Production
PT Willbes Global,Textiles / Garment
PT Willertindo Innovation Solution,Computer/Information Technology (Hardware)
PT William Putra Advisindo,Property/Real Estate
PT Willich Isolasi Pratama,Construction/Building/Engineering
PT Willindo Pratama,Manufacturing/Production
PT Willindo Sukses Abadi,Others
PT Willis Indonesia,Insurance
PT Willow Mandiri Internusa (Surabaya),Retail/Merchandise
PT Willowglen Indonesia,Computer/Information Technology (Software)
PT Willson Management Services (Knight Frank),Property/Real Estate
PT Wilmar Consultancy Services,"Consulting (IT, Science, Engineering & Technical)"
PT Wilmar Nabati Indonesia,Manufacturing / Production
PT Wilmax Control Systems,Oil / Gas / Petroleum
PT WILNEMA JELAJAH WISATA,Travel/Tourism
PT WILO Pumps Indonesia,Construction/Building/Engineering
PT Wiloto Corporindo (Power PR),Advertising / Marketing / Promotion / PR
PT Wilson Walton Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wilton Wahana Indonesia,Mining
PT Wiltop Properti Jambi,Property / Real Estate
PT Wimarion Boga Sakti,Food & Beverage / Catering / Restaurant
PT Wimpie Setiono,Construction / Building / Engineering
PT Win Electroindo Heat,Manufacturing/Production
PT Win Fluid Engineering,Heavy Industrial/Machinery/Equipment
PT Win Indonusa (Windonusa),General & Wholesale Trading
PT Win Management ( Talent Recruitment Service ),Consulting (Business & Management)
PT Win Med Indonesia,Oil/Gas/Petroleum
PT Win Prima Logistics,Transportation/Logistics
PT Win Semesta Depele,Transportation / Logistics
PT Win Termal Solusindo,Construction/Building/Engineering
PT Win Textille,Textiles/Garment
PT Win Win Realty Center,Property / Real Estate
PT WINA Education Network,Education
PT Winandra Bina Utama,Consulting (Business & Management)
PT Winangkit Karya Mulya,Construction/Building/Engineering
PT Winaros Kawula Bahari,Agricultural/Plantation/Poultry/Fisheries
PT Winata Pratama Indonesia,Manufacturing/Production
PT Wincom Inter Nusa,Computer / Information Technology (Hardware)
PT Wincor Nixdorf Indonesia,Manufacturing / Production
PT Winda Karyatami,Electrical & Electronics
PT Windima Gemilang,Retail / Merchandise
PT Windsor Indonesia,Consumer Products/FMCG
PT Windu Eka,Textiles / Garment
PT WINDU PERSADA CARGO GROUP,Heavy Industrial/Machinery/Equipment
PT Windu Satria Sentosa,Textiles / Garment
PT Wine Connections,Food & Beverage / Catering / Restaurant
PT Winella Mitra Sentosa,Construction / Building / Engineering
PT Winet Media Persada,Telecommunication
PT WINFAITH,Manufacturing/Production
PT Wingoh Albindo,Manufacturing/Production
PT Wings Global Logistics,Others
PT Wings Surya,Advertising/Marketing/Promotion/PR
PT Wingserindo Muliatama,Manufacturing / Production
PT Winida Ayu Lestari,Manufacturing/Production
PT Winiharto,Heavy Industrial/Machinery/Equipment
PT Winius Technology,Computer / Information Technology (Software)
PT Winka Karisma Gemilang QQ Edwin Bright,Property/Real Estate
PT Winn Appliance,General & Wholesale Trading
PT WINN METALS,General & Wholesale Trading
PT Winner Interactive,Entertainment/Media
PT Winner Stainless Steel Tube,Manufacturing/Production
PT Winnerfoam Abadi Industry,Polymer/Plastic/Rubber/Tyres
PT Winnersumbiri Knitting Factory,Textiles/Garment
PT WinnerTech Lintas Nusa (Malang),"Consulting (IT, Science, Engineering & Technical)"
PT Winnindo Bisnis,Consulting (Business & Management)
PT Winning Logistik Indonesia,Transportation/Logistics
PT Winnix Info Nusa,Retail / Merchandise
PT Winratama Perkasa,Advertising/Marketing/Promotion/PR
PT Wins Abadi,General & Wholesale Trading
PT WINS Global,"Consulting (IT, Science, Engineering & Technical)"
PT Wins Panen Property,Property/Real Estate
PT Winsheng Plastic And Tooling Industry,Polymer/Plastic/Rubber/Tyres
PT Winsoft Globalindo International,General & Wholesale Trading
PT Winsolusi Konsultan,Consulting (Business & Management)
PT Winson Express Transindo,Transportation / Logistics
PT Winspower International,Textiles / Garment
PT Winstar Logistik,Transportation/Logistics
PT Winston Adiprakasa,Oil / Gas / Petroleum
PT Winston Indonesia,Heavy Industrial/Machinery/Equipment
PT Wintech Internasional,Others
PT Winteco Indonesia,Construction/Building/Engineering
PT Winterhalter Indonesia,Environment/Health/Safety
PT Wintermar Offshore Marine Tbk,Transportation/Logistics
PT WIR ASIA,Computer/Information Technology (Software)
PT Wira Ariandi Utama,General & Wholesale Trading
PT Wira Ariandi Utama,Transportation / Logistics
PT Wira Arta Telematika,Consumer Products/FMCG
PT WIRA BHAKTI MULIA,Semiconductor/Wafer Fabrication
PT Wira Bhumi Sejati,Construction / Building / Engineering
PT Wira Cipta Karya,Heavy Industrial/Machinery/Equipment
PT Wira Cipta Perkasa,Oil/Gas/Petroleum
PT Wira Cipta Sukses,Consumer Products/FMCG
PT Wira Derekindo,Construction/Building/Engineering
PT Wira Eka Bhakti,Computer / Information Technology (Software)
PT Wira Golfindo Sarana,Heavy Industrial/Machinery/Equipment
PT Wira Imaji Nyata,Arts/Design/Fashion
PT Wira Insani,Oil/Gas/Petroleum
PT Wira Insani (Weatherford Indonesia),Heavy Industrial/Machinery/Equipment
PT Wira Intanlestari,Construction/Building/Engineering
PT Wira Inti Nurmala,Manufacturing/Production
PT Wira Intiland Nusantara,Grooming / Beauty / Fitness
PT Wira Intiland Nusantara Bali,Hotel / Hospitality
PT Wira Karya Boga,Food & Beverage/Catering/Restaurant
PT Wira Karya Megah,General & Wholesale Trading
PT Wira Kusuma,Manufacturing/Production
PT Wira Logitama Saksama,Transportation/Logistics
PT Wira Makmur Pratama,Computer / Information Technology (Hardware)
PT Wira Mandiri Makmur,General & Wholesale Trading
PT Wira Mitra Sukses,Banking / Financial Services
PT Wira Mitramas Sejati,Manufacturing/Production
PT WIRA NIAGA GRAHA,General & Wholesale Trading
PT Wira Nusantara Bumi (WNB),Construction/Building/Engineering
PT Wira Pamungkas Pariwara,Advertising / Marketing / Promotion / PR
PT Wira Pamungkas Pariwara (Burson - Marsteller Indonesia),Consulting (Business & Management)
PT Wira Pamungkas Pariwara (Group M),Advertising / Marketing / Promotion / PR
PT Wira Penta Kencana,Mining
PT Wira Pradana Mukti,Human Resources Management / Consulting
PT Wira Pratama International Energy,Oil / Gas / Petroleum
PT Wira Rana Sukma,Hotel / Hospitality
PT Wira Sadana Lestari,Consumer Products/FMCG
PT Wira Sakti Surya Persada,Property / Real Estate
PT Wira Sandi,Consulting (Business & Management)
PT Wira Surya Mandiri,General & Wholesale Trading
PT Wira Viona,Retail / Merchandise
PT Wira Yudha,Agricultural / Plantation / Poultry / Fisheries
PT Wirabati Artaguna,General & Wholesale Trading
PT Wirabuana Kreasindo,Architectural Services / Interior Designing
PT Wiraco Mitra Abadi,Entertainment / Media
PT Wiradaya Inti Nusapersada,Accounting/Audit/Tax Services
PT Wiradjaja Prima Kencana,Construction/Building/Engineering
PT Wiragraha Raharja Sentosa,Construction / Building / Engineering
PT Wirajaya Packindo,Manufacturing / Production
PT Wirakarya Kharisma Nusantara,General & Wholesale Trading
PT Wirakencana Sugihindah Sehati,Manufacturing/Production
PT Wiralogam,Manufacturing / Production
PT Wiranusa Grahatama,Property/Real Estate
PT Wiranusa Tatamitra,Chemical/Fertilizers/Pesticides
PT Wirapandu Sukses Makmur,Computer/Information Technology (Software)
PT Wirapetro Plastindo,General & Wholesale Trading
PT WIRAPRATAMA PLASTICATAMA,Polymer / Plastic / Rubber / Tyres
PT Wiraraja Yunan International,General & Wholesale Trading
PT Wirasakti Adimulya,General & Wholesale Trading
PT Wirasaputra Abadi Xpress,Transportation/Logistics
PT Wirasindo Santakarya,Wood/Fibre/Paper
PT Wiraswasta Gemilang Indonesia,Oil/Gas/Petroleum
PT Wiratama Estukurnia,Construction / Building / Engineering
PT Wiratama Kencana Investindo,Property / Real Estate
PT Wiratama Konstruksi,Construction / Building / Engineering
PT Wiratama Kreasi Komputindo,General & Wholesale Trading
PT Wiratama Prima Textile Indo,Textiles/Garment
PT Wiratanu Persada Tama (Jakarta),Banking/Financial Services
PT Wiratara Prima,Property/Real Estate
PT Wiratman,"Consulting (IT, Science, Engineering & Technical)"
PT Wirausaha Muda Sukses Sejahtera,Journalism
PT Wirausaha Sukses Bersama,Insurance
PT Wirawan Kawan Sejahtera,Transportation / Logistics
PT Wireless Network Indonesia,Telecommunication
PT Wirico Infra Nusantara,Construction/Building/Engineering
PT Wirifa Sakti (Mojokerto),Manufacturing / Production
PT Wirika Jaya Kencana,Mining
PT Wirya Krenindo Perkasa,Heavy Industrial/Machinery/Equipment
PT WISANA MATRA KARYA,Construction/Building/Engineering
PT Wisanggeni International,General & Wholesale Trading
PT Wisantra Mitra Abadi,Transportation / Logistics
PT Wisata Andalan Sejati,Travel / Tourism
PT Wisata Anugerah Abadi,Travel / Tourism
PT WISATA BAHAGIA INDONESIA,Hotel/Hospitality
PT Wisata Basmalah Tour & Travel,Travel / Tourism
PT Wisata Dewa Tour & Travel,Travel/Tourism
PT Wisata Intan Sejahtera (Delana Tours & Travel),Travel / Tourism
PT Wisata Internasional Travel (Cekngo.com),Travel/Tourism
PT Wisata Laksana Raja,Travel/Tourism
PT Wisata Lintas Buana Jaya,Travel/Tourism
PT Wisata Mega Utama,Travel/Tourism
PT Wisata Prima Jaya,Travel/Tourism
PT Wisata Samudera Nirwana,Hotel/Hospitality
PT Wisata Sumber Berkat (Family Tour and Travel),Travel/Tourism
PT Wisata Tirta Ambon,Hotel/Hospitality
PT Wisata Triloka Buana,Property/Real Estate
PT Wisatamas Istana,Travel / Tourism
PT Wisdom Dharma Pusaka,Insurance
PT Wisdra International (Grandvision KPM PT Prudential Life Assurance),Insurance
PT Wisesa Consulting Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wisesa Excellent International,Education
PT Wisesa Inti Nugraha,Construction / Building / Engineering
PT Wisesa Maestro Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wisesa Perkasa Indonesia,Printing/Publishing
PT WISESTYLE TRADING INTERNATIONAL,General & Wholesale Trading
PT Wishindo Mandiri,General & Wholesale Trading
PT Wisma Bumiputera,Property/Real Estate
PT Wisma Graha MD (For Ibis Budget Jakarta Tanah Abang),Hotel/Hospitality
PT Wisma Jayden Perdana,Hotel / Hospitality
PT Wisma Keiai Indonesia,Property/Real Estate
PT Wisma Nusantara International,Property / Real Estate
PT Wisma Nusantara International (Hotel Pullman Jakarta),Hotel / Hospitality
PT Wisma Sarana Teknik,Construction/Building/Engineering
PT Wisma Sehati (Surabaya Keramik),Construction/Building/Engineering
PT Wisma Teladan,Construction/Building/Engineering
"PT Wismilak Inti Makmur, Tbk",Tobacco
PT Wisnu Ananda Lestari,Food & Beverage/Catering/Restaurant
PT Wisnu Inter Sains Hakiki,Consulting (Business & Management)
PT Wisse Multipangan Sejahtera,Consumer Products/FMCG
PT Wisu Varia Analitika,Heavy Industrial / Machinery / Equipment
PT WITA INTERNATIONAL BISNIS ARTISAN,General & Wholesale Trading
PT Wita Perkasa Indonesia,General & Wholesale Trading
PT Witami Tunai Mandiri,Banking/Financial Services
PT WITHA KARYA UTAMMA,Manufacturing/Production
PT Witnet Prima Solusi,Telecommunication
PT Witogyo Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Witraco Komponika,Electrical & Electronics
PT Witteveen Bos Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wiya Bhuvana Naamanity Jakarta,Hotel/Hospitality
PT Wiyarta Buwana (Jakarta),Transportation/Logistics
PT Wiyata Infotek Bina Solusindo (WIBIS),"Consulting (IT, Science, Engineering & Technical)"
PT Wizurai Cipta Pratama,Construction/Building/Engineering
PT WLI Global Konsultan Indonesia,Human Resources Management / Consulting
PT Wmotion Digitalindo Teknologi ( Jakarta ),"Consulting (IT, Science, Engineering & Technical)"
PT WnW Tekno Digie,Computer/Information Technology (Software)
PT Wohlrab Indonesia,Manufacturing/Production
PT Woimedia Optima Inovasi,Advertising/Marketing/Promotion/PR
PT WOK Mitra Lestari,Food & Beverage/Catering/Restaurant
PT Woka International,Banking/Financial Services
PT Woleco Amenities & Accessories,Healthcare / Medical
PT Wolf Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Wolferstan Trower Indonesia - WT Partnership,Construction/Building/Engineering
PT Wolfsburg Auto Indonesia,Automobile/Automotive Ancillary/Vehicle
PT WOLOAN PERMAI PERKASA,Construction/Building/Engineering
PT Woloe Adhi Property,Property/Real Estate
PT Wolong Soko Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Wom Finance Malang,Banking/Financial Services
PT WOM Finance Tbk (Bali),Banking / Financial Services
PT Womfinance Indonesia tbk,Others
PT Won Button,Manufacturing/Production
PT Wonderful Indah Jaya,Textiles/Garment
PT Wonderful Mulia Jaya,Retail/Merchandise
PT Wonderindo Pharmatama,Chemical/Fertilizers/Pesticides
PT Woneel Midas Leathers,Manufacturing/Production
PT Wong Bisnis Indonesia,Insurance
PT Wonokoyo Jaya Corporindo (Bali ),Agricultural / Plantation / Poultry / Fisheries
PT Wonokoyo Jaya Corporindo (Wonokoyo Group),Agricultural/Plantation/Poultry/Fisheries
PT Wonokoyo Jaya Kusuma,Heavy Industrial/Machinery/Equipment
PT Wonokoyo Jaya Kusuma (Makassar),Agricultural / Plantation / Poultry / Fisheries
PT Wonorejo Katon,Textiles/Garment
PT Woo Il Indonesia E&C,Heavy Industrial/Machinery/Equipment
PT Woo In,Electrical & Electronics
PT Woo Tekh Indonesia,Consumer Products/FMCG
PT Wood Group Indonesia,Oil / Gas / Petroleum
PT Woodaya Natamas,Wood/Fibre/Paper
PT Wooden Ships,Manufacturing / Production
PT Woodexindo,General & Wholesale Trading
PT Woodland Furniture Industry,Manufacturing/Production
PT Woodlinx Indonesia,Manufacturing / Production
PT Woodpark Corporation,Manufacturing / Production
PT Woodworth Wooden Industries Indonesia,Manufacturing / Production
PT WOOIL INDONESIA,Others
PT Woojin Construction Indonesia,Construction/Building/Engineering
PT Woojin Sepatu,Manufacturing / Production
PT Wook Mobile Commerce,General & Wholesale Trading
PT Woolu Aksara Maya,Computer/Information Technology (Software)
PT Woolu Sarana Tehnik,Construction / Building / Engineering
PT Woonam Music,Manufacturing/Production
PT Woongsol Nature Indonesia,General & Wholesale Trading
PT Woori Consulting,Consulting (Business & Management)
PT Worcas Nusantara Abadi,Others
PT Word of Mouth,Food & Beverage/Catering/Restaurant
PT Workplace Options Indonesia,Consulting (Business & Management)
PT World Asean,Electrical & Electronics
PT World Innovation Technology,Telecommunication
PT World Innovative Telecommunication,Call Center/IT-Enabled Services/BPO
PT World Innovative Telecommunication (Cabang Surabaya),Telecommunication
PT World Instant Travel Center,Travel/Tourism
PT World Prime Indonesia,Manufacturing/Production
PT World Trans,Transportation/Logistics
PT World Yamatex Spinning Mills,Manufacturing / Production
PT Worldlink IT services,Computer/Information Technology (Software)
PT Worldmill,Retail / Merchandise
PT Worldtrans Freight Agency Indonesia,Transportation / Logistics
PT Worldtrans Indopersada,Transportation/Logistics
PT Worldwide Logistics Indonesia,Transportation/Logistics
PT Worldwide Management Group Indonesia,Consulting (Business & Management)
PT Worley Parsons,Oil/Gas/Petroleum
PT WORN2WIN,Arts/Design/Fashion
PT Wortel,Telecommunication
PT WOW Artha Komunika,Entertainment/Media
PT Wow Komunindo,Retail/Merchandise
PT WPG Bali,Computer/Information Technology (Software)
PT Wrapindo Pratama,Advertising / Marketing / Promotion / PR
PT Wrigley Indonesia,Food & Beverage/Catering/Restaurant
PT WSP Engineering,Construction/Building/Engineering
PT Wuerth Indonesia,General & Wholesale Trading
PT Wujud Nawangwulan,Textiles / Garment
PT Wulandari Bangun Laksana (Member of PAM Group),Property/Real Estate
PT Wulandari Lestari,Architectural Services / Interior Designing
PT Wunderman Pamungkas Indonesia,Advertising / Marketing / Promotion / PR
PT Wuxi Boiler Power Plant Indonesia,Heavy Industrial / Machinery / Equipment
PT WWRC Indonesia,Chemical/Fertilizers/Pesticides
PT Wyeth Nutrition Indonesia,BioTechnology / Pharmaceutical / Clinical research
PT WYN ABADI JAYA,General & Wholesale Trading
PT Wynacom Unitama Sejahtera,Healthcare/Medical
PT WZ STEEL,Manufacturing/Production
PT X-fill Indonesia,General & Wholesale Trading
PT XA Sehat Indo Abadi,Healthcare / Medical
PT Xab Industrial service,Electrical & Electronics
PT Xado Indonesia Amin(Jakarta),Automobile / Automotive Ancillary / Vehicle
PT Xavier Teknologi Kapital,Computer/Information Technology (Software)
PT XC Cleanindo,Chemical/Fertilizers/Pesticides
PT Xcellcomm Wibawa,Entertainment/Media
PT XD Sakti Indonesia,Electrical & Electronics
PT XDana Investa Indonesia,Banking/Financial Services
PT Xenon Technologies Indonesia,Manufacturing/Production
PT Xerindo Teknologi,Telecommunication
PT Xerography Indonesia,Printing/Publishing
PT XIA,Automobile/Automotive Ancillary/Vehicle
PT Xian Sinar Matahari Indonesia,General & Wholesale Trading
PT Xiang Yun Tehnik,Construction/Building/Engineering
PT Xiaolin Electronics Indonesia,Electrical & Electronics
PT Xiaotel Bersaudara Indonesia,Consulting (Business & Management)
PT Xideli Indonesia Prima,Food & Beverage/Catering/Restaurant
PT Xin Ming Hua Engine,Marine/Aquaculture
PT Xing Studio,Computer / Information Technology (Software)
PT Xingfa Aluminium Indonesia,Manufacturing/Production
PT Xinghan Smartcard Indonesia,Others
PT Xinyuan International Trading,General & Wholesale Trading
PT Xiong Onn Food Supplier (Jakarta),General & Wholesale Trading
PT Xirka Dama Persada,Computer/Information Technology (Hardware)
PT Xirka Silicon Technology,Computer/Information Technology (Software)
PT XL Axiata Jabodetabek,Telecommunication
PT XL Axiata Tbk,Telecommunication
PT XM Gravitasi Digital,Advertising / Marketing / Promotion / PR
PT XNA Kreasi Indonesia,Advertising/Marketing/Promotion/PR
PT XOXO Ice Cream,Food & Beverage/Catering/Restaurant
PT Xpert Teknologi Inovasi,"Consulting (IT, Science, Engineering & Technical)"
PT Xpondr Proteksindo,Electrical & Electronics
PT Xpresindo Logistik Utama,Transportation / Logistics
PT XSPec Technology,"Consulting (IT, Science, Engineering & Technical)"
PT Xsys Mitra Solusi Utama,Banking / Financial Services
PT Xtremax Teknologi Indonesia,Computer/Information Technology (Software)
PT Xuenn Software Solutions,"Consulting (IT, Science, Engineering & Technical)"
PT Xuyuan Packaging Technology Indonesia,Manufacturing/Production
PT Xybase Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Xynergy Realty,Property/Real Estate
PT XYOne Mediatech,Computer / Information Technology (Software)
PT Y-Tec Autoparts Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Yabes Indonesia Group,Consulting (Business & Management)
PT Yabesh Tronic,Electrical & Electronics
PT Yabestindo Mitra Utama,General & Wholesale Trading
PT Yachiyo Trimitra Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT Yafe Edukasi Wirausaha,Education
PT Yafefa Primarta,Healthcare / Medical
PT Yafindo Mitra Permata,Manufacturing/Production
PT Yahata Industry Indonesia,General & Wholesale Trading
PT Yahata Manufacturing Indonesia,Manufacturing/Production
PT Yakin Maju Sentosa,Heavy Industrial/Machinery/Equipment
PT Yakin Maju Sentosa (Surabaya),Heavy Industrial/Machinery/Equipment
PT Yakin Pasti Sukses,Manufacturing/Production
PT Yakjin Jaya Indonesia,Manufacturing / Production
PT yakult Indonesia,Others
PT Yakult Indonesia Persada,Consumer Products/FMCG
PT Yakult Indonesia Persada (Bali),Consumer Products / FMCG
PT Yakult Indonesia Persada (Balikpapan),Food & Beverage / Catering / Restaurant
PT Yakult Indonesia Persada (Semarang),Transportation/Logistics
PT Yakult Indonesia Persada (Yogyakarta),Retail/Merchandise
PT Yala Kharisma Shipping,Others
PT Yalong Edumation Science Indonesia,Hotel / Hospitality
PT Yamaha Electronics Manufacturing Indonesia,Manufacturing/Production
PT Yamaha Indonesia Motor Mfg,Manufacturing/Production
PT Yamaha Mataram Sakti,Automobile/Automotive Ancillary/Vehicle
PT Yamaha Mataram Sakti (Jambi),Automobile / Automotive Ancillary / Vehicle
PT Yamaha Motor Electronics Indonesia,Manufacturing/Production
PT Yamaha Motor Manufacturing West Java,Automobile / Automotive Ancillary / Vehicle
PT Yamaha Motor Parts Manufacturing Indonesia,Manufacturing/Production
PT Yamaha Motor R&D Indonesia,R&D
PT Yamaha Music Manufacturing Indonesia,Manufacturing / Production
PT Yamaha Musical Product Indonesia,Manufacturing / Production
PT Yamakawa Rattan Indonesia,Retail / Merchandise
PT Yamakawa Rattan Industry (Cirebon),Manufacturing/Production
